extension_id,loan_number,extension_sequence,extension_request_date,extension_days,extension_fee_percent,extension_fee_amount,requested_by_role,approved_by_employee_id,reason_code,lock_expiration_date_before,lock_expiration_date_after
90246,70000627,3,2023-03-05,15,0.0025,807.56,Broker,135,Rate Shopping,2023-03-08,2023-03-23
90247,70000627,4,2023-03-18,15,0.0025,807.56,Broker,136,Underwriting Conditions,2023-03-23,2023-04-07
90248,70000628,1,2023-04-08,15,0.0025,1290.04,Loan Officer,130,Appraisal Delay,2023-04-13,2023-04-28
90249,70000628,2,2023-04-24,5,0.00125,645.02,Loan Officer,135,Borrower Delay,2023-04-28,2023-05-03
90250,70000629,1,2023-05-07,15,0.0025,994.92,Broker,127,Title Issues,2023-05-12,2023-05-27
90251,70000634,1,2023-03-02,15,0.0025,501.35,Loan Officer,137,Borrower Delay,2023-03-04,2023-03-19
90252,70000640,1,2023-03-16,15,0.0025,652.78,Processor,125,Appraisal Delay,2023-03-20,2023-04-04
90253,70000640,2,2023-03-30,15,0.0025,652.78,Broker,127,Rate Shopping,2023-04-04,2023-04-19
90254,70000641,1,2023-02-12,15,0.0025,1686.69,Broker,126,Underwriting Conditions,2023-02-13,2023-02-28
90255,70000646,1,2023-02-16,15,0.0025,1149.87,Processor,131,Underwriting Conditions,2023-02-20,2023-03-07
90256,70000646,2,2023-03-03,15,0.0025,1149.87,Processor,130,Underwriting Conditions,2023-03-07,2023-03-22
90257,70000647,1,2023-03-18,5,0.00125,444.02,Loan Officer,127,Appraisal Delay,2023-03-20,2023-03-25
90258,70000651,1,2023-02-24,15,0.0025,627.26,Broker,129,Rate Shopping,2023-02-27,2023-03-14
90259,70000660,1,2023-04-10,5,0.00125,409.17,Broker,134,Underwriting Conditions,2023-04-14,2023-04-19
90260,70000662,1,2023-03-07,15,0.0025,1993.76,Broker,138,Appraisal Delay,2023-03-09,2023-03-24
90261,70000664,1,2023-02-18,5,0.00125,414.05,Broker,136,Appraisal Delay,2023-02-22,2023-02-27
90262,70000664,2,2023-02-22,15,0.0025,828.1,Broker,126,Underwriting Conditions,2023-02-27,2023-03-14
90263,70000670,1,2023-05-22,15,0.0025,768.81,Processor,134,Appraisal Delay,2023-05-23,2023-06-07
90264,70000676,1,2023-05-03,5,0.00125,737.55,Broker,133,Borrower Delay,2023-05-05,2023-05-10
90265,70000676,2,2023-05-05,15,0.0025,1475.1,Broker,126,Title Issues,2023-05-10,2023-05-25
90266,70000678,1,2023-04-30,5,0.00125,940.86,Processor,138,Rate Shopping,2023-05-01,2023-05-06
90267,70000678,2,2023-05-04,15,0.0025,1881.72,Processor,133,Appraisal Delay,2023-05-06,2023-05-21
90268,70000679,1,2023-04-15,5,0.00125,829.84,Broker,131,Rate Shopping,2023-04-20,2023-04-25
90269,70000681,1,2023-03-24,5,0.00125,428.18,Loan Officer,128,Underwriting Conditions,2023-03-28,2023-04-02
90270,70000688,1,2023-04-09,5,0.00125,591.09,Broker,126,Underwriting Conditions,2023-04-12,2023-04-17
90271,70000688,2,2023-04-13,15,0.0025,1182.18,Broker,137,Appraisal Delay,2023-04-17,2023-05-02
90272,70000694,1,2023-03-31,15,0.0025,1118.27,Broker,135,Rate Shopping,2023-04-01,2023-04-16
90273,70000697,1,2023-04-05,5,0.00125,371.43,Broker,127,Underwriting Conditions,2023-04-08,2023-04-13
90274,70000702,1,2023-04-06,5,0.00125,422.43,Broker,138,Appraisal Delay,2023-04-07,2023-04-12
90275,70000702,2,2023-04-10,15,0.0025,844.87,Loan Officer,135,Rate Shopping,2023-04-12,2023-04-27
90276,70000702,3,2023-04-23,15,0.0025,844.87,Loan Officer,134,Rate Shopping,2023-04-27,2023-05-12
90277,70000702,4,2023-05-11,15,0.0025,844.87,Broker,130,Borrower Delay,2023-05-12,2023-05-27
90278,70000707,1,2023-03-11,5,0.00125,513.75,Loan Officer,130,Rate Shopping,2023-03-13,2023-03-18
90279,70000710,1,2023-04-16,15,0.0025,1039.31,Processor,135,Title Issues,2023-04-20,2023-05-05
90280,70000710,2,2023-05-03,5,0.00125,519.66,Processor,135,Rate Shopping,2023-05-05,2023-05-10
90281,70000713,1,2023-02-23,5,0.00125,311.35,Broker,139,Appraisal Delay,2023-02-27,2023-03-04
90282,70000714,1,2023-02-26,15,0.0025,1875.73,Processor,134,Borrower Delay,2023-03-02,2023-03-17
90283,70000716,1,2023-02-20,15,0.0025,1274.18,Loan Officer,125,Borrower Delay,2023-02-25,2023-03-12
90284,70000718,1,2023-03-27,15,0.0025,1322.47,Loan Officer,138,Rate Shopping,2023-04-01,2023-04-16
90285,70000723,1,2023-02-12,5,0.00125,397.52,Loan Officer,128,Rate Shopping,2023-02-14,2023-02-19
90286,70000724,1,2023-02-11,15,0.0025,667.95,Broker,138,Appraisal Delay,2023-02-16,2023-03-03
90287,70000724,2,2023-02-26,15,0.0025,667.95,Processor,138,Rate Shopping,2023-03-03,2023-03-18
90288,70000735,1,2023-02-21,5,0.00125,675.12,Processor,139,Underwriting Conditions,2023-02-22,2023-02-27
90289,70000736,1,2023-03-20,15,0.0025,1335.71,Processor,130,Underwriting Conditions,2023-03-21,2023-04-05
90290,70000739,1,2023-03-02,15,0.0025,747.26,Processor,132,Underwriting Conditions,2023-03-04,2023-03-19
90291,70000741,1,2023-03-17,15,0.0025,953.63,Broker,132,Appraisal Delay,2023-03-19,2023-04-03
90292,70000758,1,2023-03-30,15,0.0025,1548.37,Broker,127,Borrower Delay,2023-04-03,2023-04-18
90293,70000764,1,2023-03-29,15,0.0025,639.23,Processor,137,Underwriting Conditions,2023-03-31,2023-04-15
90294,70000764,2,2023-04-14,15,0.0025,639.23,Processor,129,Appraisal Delay,2023-04-15,2023-04-30
90295,70000768,1,2023-03-12,15,0.0025,2283.87,Broker,128,Underwriting Conditions,2023-03-14,2023-03-29
90296,70000768,2,2023-03-26,15,0.0025,2283.87,Loan Officer,139,Underwriting Conditions,2023-03-29,2023-04-13
90297,70000770,1,2023-02-08,5,0.00125,677.17,Processor,133,Title Issues,2023-02-10,2023-02-15
90298,70000771,1,2023-02-01,15,0.0025,932.47,Broker,126,Appraisal Delay,2023-02-05,2023-02-20
90299,70000774,1,2023-03-10,15,0.0025,1118.41,Processor,132,Underwriting Conditions,2023-03-11,2023-03-26
90300,70000774,2,2023-03-21,15,0.0025,1118.41,Processor,131,Title Issues,2023-03-26,2023-04-10
90301,70000775,1,2023-05-24,15,0.0025,709.26,Broker,132,Underwriting Conditions,2023-05-28,2023-06-12
90302,70000775,2,2023-06-09,15,0.0025,709.26,Broker,138,Title Issues,2023-06-12,2023-06-27
90303,70000783,1,2023-05-01,5,0.00125,513.05,Processor,136,Underwriting Conditions,2023-05-03,2023-05-08
90304,70000785,1,2023-04-11,5,0.00125,325.07,Processor,135,Appraisal Delay,2023-04-16,2023-04-21
90305,70000785,2,2023-04-19,15,0.0025,650.14,Processor,138,Rate Shopping,2023-04-21,2023-05-06
90306,70000788,1,2023-03-07,15,0.0025,638.91,Processor,130,Underwriting Conditions,2023-03-10,2023-03-25
90307,70000793,1,2023-04-25,5,0.00125,240.73,Loan Officer,132,Appraisal Delay,2023-04-29,2023-05-04
90308,70000795,1,2023-03-02,5,0.00125,926.44,Broker,138,Appraisal Delay,2023-03-04,2023-03-09
90309,70000808,1,2023-03-08,5,0.00125,522.09,Processor,128,Underwriting Conditions,2023-03-11,2023-03-16
90310,70000811,1,2023-02-15,5,0.00125,530.63,Loan Officer,137,Underwriting Conditions,2023-02-17,2023-02-22
90311,70000836,1,2023-03-18,15,0.0025,779.77,Processor,129,Borrower Delay,2023-03-19,2023-04-03
90312,70000840,1,2023-03-22,5,0.00125,557.9,Broker,137,Title Issues,2023-03-23,2023-03-28
90313,70000841,1,2023-04-25,5,0.00125,727.53,Broker,126,Appraisal Delay,2023-04-28,2023-05-03
90314,70000841,2,2023-04-30,15,0.0025,1455.06,Processor,129,Appraisal Delay,2023-05-03,2023-05-18
90315,70000842,1,2023-04-11,15,0.0025,675.37,Broker,130,Appraisal Delay,2023-04-16,2023-05-01
90316,70000842,2,2023-04-30,15,0.0025,675.37,Processor,135,Rate Shopping,2023-05-01,2023-05-16
90317,70000851,1,2023-03-02,5,0.00125,439.16,Broker,137,Rate Shopping,2023-03-03,2023-03-08
90318,70000851,2,2023-03-07,15,0.0025,878.33,Broker,130,Underwriting Conditions,2023-03-08,2023-03-23
90319,70000853,1,2023-03-06,15,0.0025,1841.85,Processor,136,Title Issues,2023-03-08,2023-03-23
90320,70000855,1,2023-02-24,15,0.0025,1919.8,Loan Officer,130,Borrower Delay,2023-02-25,2023-03-12
90321,70000860,1,2023-04-04,15,0.0025,1478.37,Broker,126,Borrower Delay,2023-04-09,2023-04-24
90322,70000861,1,2023-03-11,15,0.0025,1322.38,Processor,136,Appraisal Delay,2023-03-16,2023-03-31
90323,70000862,1,2023-03-08,15,0.0025,1029.71,Processor,134,Appraisal Delay,2023-03-11,2023-03-26
90324,70000862,2,2023-03-23,5,0.00125,514.86,Broker,132,Title Issues,2023-03-26,2023-03-31
90325,70000863,1,2023-04-01,5,0.00125,633.63,Broker,133,Title Issues,2023-04-04,2023-04-09
90326,70000864,1,2023-02-19,15,0.0025,967.81,Processor,134,Borrower Delay,2023-02-20,2023-03-07
90327,70000866,1,2023-05-01,15,0.0025,609.41,Broker,135,Borrower Delay,2023-05-04,2023-05-19
90328,70000866,2,2023-05-14,15,0.0025,609.41,Loan Officer,139,Rate Shopping,2023-05-19,2023-06-03
90329,70000872,1,2023-03-10,15,0.0025,800.75,Processor,136,Borrower Delay,2023-03-11,2023-03-26
90330,70000872,2,2023-03-25,15,0.0025,800.75,Loan Officer,131,Borrower Delay,2023-03-26,2023-04-10
90331,70000873,1,2023-04-25,15,0.0025,1173.75,Processor,128,Underwriting Conditions,2023-04-26,2023-05-11
90332,70000885,1,2023-04-01,15,0.0025,784.18,Loan Officer,134,Title Issues,2023-04-03,2023-04-18
90333,70000889,1,2023-04-04,5,0.00125,900.61,Processor,139,Rate Shopping,2023-04-07,2023-04-12
90334,70000889,2,2023-04-11,15,0.0025,1801.22,Broker,137,Title Issues,2023-04-12,2023-04-27
90335,70000895,1,2023-04-01,15,0.0025,816.57,Broker,138,Underwriting Conditions,2023-04-05,2023-04-20
90336,70000895,2,2023-04-17,15,0.0025,816.57,Loan Officer,130,Underwriting Conditions,2023-04-20,2023-05-05
90337,70000900,1,2023-03-17,5,0.00125,364.82,Processor,131,Borrower Delay,2023-03-21,2023-03-26
90338,70000907,1,2023-03-10,5,0.00125,481.41,Loan Officer,127,Appraisal Delay,2023-03-15,2023-03-20
90339,70000907,2,2023-03-16,15,0.0025,962.82,Loan Officer,132,Title Issues,2023-03-20,2023-04-04
90340,70000914,1,2023-03-04,5,0.00125,700.2,Broker,131,Underwriting Conditions,2023-03-08,2023-03-13
90341,70000915,1,2023-04-17,5,0.00125,430.71,Processor,138,Underwriting Conditions,2023-04-21,2023-04-26
90342,70000917,1,2023-03-06,15,0.0025,1348.48,Broker,132,Appraisal Delay,2023-03-07,2023-03-22
90343,70000917,2,2023-03-17,5,0.00125,674.24,Broker,138,Borrower Delay,2023-03-22,2023-03-27
90344,70000924,1,2023-04-03,15,0.0025,1266.56,Loan Officer,133,Title Issues,2023-04-07,2023-04-22
90345,70000934,1,2023-02-24,5,0.00125,500.91,Processor,126,Rate Shopping,2023-03-01,2023-03-06
90346,70000934,2,2023-03-01,5,0.00125,500.91,Loan Officer,125,Underwriting Conditions,2023-03-06,2023-03-11
90347,70000940,1,2023-03-11,15,0.0025,932.62,Loan Officer,139,Borrower Delay,2023-03-13,2023-03-28
90348,70000940,2,2023-03-24,5,0.00125,466.31,Processor,126,Borrower Delay,2023-03-28,2023-04-02
90349,70000943,1,2023-04-06,5,0.00125,836.98,Loan Officer,133,Underwriting Conditions,2023-04-11,2023-04-16
90350,70000953,1,2023-04-30,15,0.0025,1072.19,Broker,128,Rate Shopping,2023-05-05,2023-05-20
90351,70000954,1,2023-03-12,5,0.00125,462.31,Processor,135,Appraisal Delay,2023-03-14,2023-03-19
90352,70000954,2,2023-03-16,15,0.0025,924.63,Processor,136,Appraisal Delay,2023-03-19,2023-04-03
90353,70000957,1,2023-02-21,15,0.0025,1952.34,Processor,133,Rate Shopping,2023-02-26,2023-03-13
90354,70000959,1,2023-02-22,5,0.00125,267.86,Processor,126,Underwriting Conditions,2023-02-25,2023-03-02
90355,70000962,1,2023-03-19,5,0.00125,729.61,Loan Officer,128,Underwriting Conditions,2023-03-20,2023-03-25
90356,70000965,1,2023-03-10,5,0.00125,434.97,Processor,137,Title Issues,2023-03-14,2023-03-19
90357,70000966,1,2023-05-03,5,0.00125,548.3,Processor,135,Underwriting Conditions,2023-05-05,2023-05-10
90358,70000967,1,2023-04-14,5,0.00125,748.12,Broker,132,Borrower Delay,2023-04-18,2023-04-23
90359,70000967,2,2023-04-22,5,0.00125,748.12,Broker,138,Borrower Delay,2023-04-23,2023-04-28
90360,70000976,1,2023-04-09,5,0.00125,517.72,Loan Officer,126,Rate Shopping,2023-04-13,2023-04-18
90361,70000976,2,2023-04-17,5,0.00125,517.72,Loan Officer,138,Underwriting Conditions,2023-04-18,2023-04-23
90362,70000976,3,2023-04-20,15,0.0025,1035.43,Broker,128,Borrower Delay,2023-04-23,2023-05-08
90363,70000976,4,2023-05-06,15,0.0025,1035.43,Loan Officer,134,Title Issues,2023-05-08,2023-05-23
90364,70000981,1,2023-04-01,15,0.0025,1231.72,Broker,126,Underwriting Conditions,2023-04-06,2023-04-21
90365,70000986,1,2023-03-26,15,0.0025,1403.14,Broker,133,Borrower Delay,2023-03-31,2023-04-15
90366,70000986,2,2023-04-11,15,0.0025,1403.14,Loan Officer,137,Appraisal Delay,2023-04-15,2023-04-30
90367,70000988,1,2023-02-22,15,0.0025,1895.45,Broker,134,Rate Shopping,2023-02-27,2023-03-14
90368,70000988,2,2023-03-09,15,0.0025,1895.45,Broker,130,Appraisal Delay,2023-03-14,2023-03-29
90369,70000991,1,2023-03-19,15,0.0025,839.25,Loan Officer,130,Appraisal Delay,2023-03-24,2023-04-08
90370,70000992,1,2023-04-08,15,0.0025,1935.85,Loan Officer,129,Borrower Delay,2023-04-09,2023-04-24
90371,70000992,2,2023-04-20,5,0.00125,967.92,Broker,138,Borrower Delay,2023-04-24,2023-04-29
90372,70000993,1,2023-04-13,15,0.0025,812.38,Broker,129,Appraisal Delay,2023-04-18,2023-05-03
90373,70000993,2,2023-05-01,15,0.0025,812.38,Broker,132,Appraisal Delay,2023-05-03,2023-05-18
90374,70000995,1,2023-04-06,15,0.0025,1033.08,Processor,136,Appraisal Delay,2023-04-07,2023-04-22
90375,70000995,2,2023-04-20,5,0.00125,516.54,Processor,128,Appraisal Delay,2023-04-22,2023-04-27
90376,70001002,1,2023-05-13,15,0.0025,690.43,Loan Officer,138,Borrower Delay,2023-05-14,2023-05-29
90377,70001003,1,2023-02-06,15,0.0025,1816.85,Broker,131,Borrower Delay,2023-02-10,2023-02-25
90378,70001003,2,2023-02-22,5,0.00125,908.43,Broker,129,Underwriting Conditions,2023-02-25,2023-03-02
90379,70001013,1,2023-04-27,5,0.00125,509.45,Loan Officer,137,Title Issues,2023-04-28,2023-05-03
90380,70001014,1,2023-03-31,5,0.00125,341.31,Broker,132,Appraisal Delay,2023-04-03,2023-04-08
90381,70001014,2,2023-04-07,15,0.0025,682.62,Broker,126,Underwriting Conditions,2023-04-08,2023-04-23
90382,70001015,1,2023-03-12,5,0.00125,671.5,Loan Officer,129,Underwriting Conditions,2023-03-14,2023-03-19
90383,70001021,1,2023-03-24,5,0.00125,282.52,Loan Officer,137,Title Issues,2023-03-28,2023-04-02
90384,70001021,2,2023-03-28,15,0.0025,565.04,Processor,128,Title Issues,2023-04-02,2023-04-17
90385,70001022,1,2023-04-04,15,0.0025,1542.57,Processor,125,Appraisal Delay,2023-04-06,2023-04-21
90386,70001024,1,2023-04-22,5,0.00125,782.43,Loan Officer,127,Underwriting Conditions,2023-04-24,2023-04-29
90387,70001024,2,2023-04-27,15,0.0025,1564.87,Broker,128,Borrower Delay,2023-04-29,2023-05-14
90388,70001027,1,2023-03-04,15,0.0025,1464.33,Loan Officer,127,Borrower Delay,2023-03-07,2023-03-22
90389,70001029,1,2023-03-06,15,0.0025,778.4,Processor,139,Underwriting Conditions,2023-03-10,2023-03-25
90390,70001029,2,2023-03-22,5,0.00125,389.2,Loan Officer,127,Borrower Delay,2023-03-25,2023-03-30
90391,70001037,1,2023-04-30,15,0.0025,1057.79,Broker,129,Rate Shopping,2023-05-02,2023-05-17
90392,70001037,2,2023-05-14,15,0.0025,1057.79,Broker,129,Underwriting Conditions,2023-05-17,2023-06-01
90393,70001047,1,2023-04-03,15,0.0025,1092.95,Processor,138,Underwriting Conditions,2023-04-07,2023-04-22
90394,70001047,2,2023-04-20,15,0.0025,1092.95,Loan Officer,127,Rate Shopping,2023-04-22,2023-05-07
90395,70001048,1,2023-04-02,15,0.0025,1372.45,Processor,138,Borrower Delay,2023-04-06,2023-04-21
90396,70001050,1,2023-04-12,5,0.00125,624.56,Processor,130,Title Issues,2023-04-17,2023-04-22
90397,70001050,2,2023-04-21,5,0.00125,624.56,Broker,132,Appraisal Delay,2023-04-22,2023-04-27
90398,70001074,1,2023-01-28,15,0.0025,881.13,Processor,128,Borrower Delay,2023-01-30,2023-02-14
90399,70001076,1,2023-02-03,15,0.0025,630.76,Processor,126,Title Issues,2023-02-07,2023-02-22
90400,70001076,2,2023-02-18,5,0.00125,315.38,Loan Officer,133,Appraisal Delay,2023-02-22,2023-02-27
90401,70001083,1,2023-02-24,15,0.0025,1050.55,Processor,139,Title Issues,2023-03-01,2023-03-16
90402,70001085,1,2023-04-21,15,0.0025,1908.52,Processor,134,Rate Shopping,2023-04-24,2023-05-09
90403,70001090,1,2023-04-28,5,0.00125,708.71,Loan Officer,132,Title Issues,2023-05-02,2023-05-07
90404,70001090,2,2023-05-06,15,0.0025,1417.42,Processor,127,Borrower Delay,2023-05-07,2023-05-22
90405,70001090,3,2023-05-19,15,0.0025,1417.42,Loan Officer,135,Appraisal Delay,2023-05-22,2023-06-06
90406,70001091,1,2023-01-23,5,0.00125,504.93,Processor,131,Borrower Delay,2023-01-25,2023-01-30
90407,70001091,2,2023-01-26,5,0.00125,504.93,Broker,126,Title Issues,2023-01-30,2023-02-04
90408,70001098,1,2023-04-20,15,0.0025,966.44,Processor,127,Rate Shopping,2023-04-21,2023-05-06
90409,70001103,1,2023-05-15,5,0.00125,415.02,Broker,133,Underwriting Conditions,2023-05-16,2023-05-21
90410,70001108,1,2023-04-28,5,0.00125,544.85,Broker,137,Underwriting Conditions,2023-05-02,2023-05-07
90411,70001108,2,2023-05-03,15,0.0025,1089.69,Loan Officer,130,Borrower Delay,2023-05-07,2023-05-22
90412,70001108,3,2023-05-20,15,0.0025,1089.69,Processor,127,Borrower Delay,2023-05-22,2023-06-06
90413,70001114,1,2023-03-04,15,0.0025,1384.92,Broker,136,Title Issues,2023-03-09,2023-03-24
90414,70001114,2,2023-03-23,5,0.00125,692.46,Processor,138,Title Issues,2023-03-24,2023-03-29
90415,70001114,3,2023-03-24,15,0.0025,1384.92,Processor,138,Borrower Delay,2023-03-29,2023-04-13
90416,70001117,1,2023-02-16,15,0.0025,693.58,Loan Officer,138,Appraisal Delay,2023-02-19,2023-03-06
90417,70001123,1,2023-03-08,15,0.0025,850.53,Processor,127,Rate Shopping,2023-03-11,2023-03-26
90418,70001124,1,2023-03-16,15,0.0025,957.98,Broker,130,Rate Shopping,2023-03-20,2023-04-04
90419,70001124,2,2023-04-02,15,0.0025,957.98,Processor,138,Appraisal Delay,2023-04-04,2023-04-19
90420,70001124,3,2023-04-18,15,0.0025,957.98,Loan Officer,135,Borrower Delay,2023-04-19,2023-05-04
90421,70001128,1,2023-04-26,5,0.00125,524.42,Broker,135,Appraisal Delay,2023-04-30,2023-05-05
90422,70001131,1,2023-05-15,5,0.00125,601.13,Processor,132,Rate Shopping,2023-05-17,2023-05-22
90423,70001149,1,2023-02-20,15,0.0025,823.7,Processor,131,Underwriting Conditions,2023-02-23,2023-03-10
90424,70001152,1,2023-05-14,15,0.0025,1646.67,Processor,134,Title Issues,2023-05-15,2023-05-30
90425,70001154,1,2023-03-05,15,0.0025,1198.33,Broker,125,Appraisal Delay,2023-03-08,2023-03-23
90426,70001159,1,2023-05-23,5,0.00125,326.89,Broker,126,Borrower Delay,2023-05-26,2023-05-31
90427,70001162,1,2023-04-06,15,0.0025,2169.16,Broker,128,Appraisal Delay,2023-04-11,2023-04-26
90428,70001162,2,2023-04-25,15,0.0025,2169.16,Processor,136,Borrower Delay,2023-04-26,2023-05-11
90429,70001173,1,2023-03-18,5,0.00125,795.9,Loan Officer,130,Borrower Delay,2023-03-20,2023-03-25
90430,70001173,2,2023-03-22,15,0.0025,1591.81,Processor,136,Title Issues,2023-03-25,2023-04-09
90431,70001173,3,2023-04-07,15,0.0025,1591.81,Processor,139,Underwriting Conditions,2023-04-09,2023-04-24
90432,70001176,1,2023-05-09,15,0.0025,2387.12,Broker,128,Borrower Delay,2023-05-11,2023-05-26
90433,70001186,1,2023-02-25,5,0.00125,735.88,Loan Officer,126,Title Issues,2023-02-26,2023-03-03
90434,70001186,2,2023-02-27,15,0.0025,1471.75,Broker,125,Rate Shopping,2023-03-03,2023-03-18
90435,70001190,1,2023-03-11,5,0.00125,403.97,Loan Officer,126,Underwriting Conditions,2023-03-12,2023-03-17
90436,70001190,2,2023-03-14,5,0.00125,403.97,Processor,127,Underwriting Conditions,2023-03-17,2023-03-22
90437,70001194,1,2023-02-24,5,0.00125,454.99,Loan Officer,134,Underwriting Conditions,2023-03-01,2023-03-06
90438,70001200,1,2023-04-13,5,0.00125,709.73,Processor,139,Rate Shopping,2023-04-17,2023-04-22
90439,70001207,1,2023-03-23,5,0.00125,982.64,Broker,139,Appraisal Delay,2023-03-26,2023-03-31
90440,70001209,1,2023-03-29,5,0.00125,495.39,Processor,127,Borrower Delay,2023-03-30,2023-04-04
90441,70001209,2,2023-03-30,15,0.0025,990.79,Broker,130,Title Issues,2023-04-04,2023-04-19
90442,70001209,3,2023-04-17,15,0.0025,990.79,Processor,131,Appraisal Delay,2023-04-19,2023-05-04
90443,70001209,4,2023-04-30,15,0.0025,990.79,Processor,136,Borrower Delay,2023-05-04,2023-05-19
90444,70001211,1,2023-05-25,15,0.0025,1602.35,Processor,126,Borrower Delay,2023-05-26,2023-06-10
90445,70001214,1,2023-02-11,5,0.00125,274.9,Processor,135,Rate Shopping,2023-02-13,2023-02-18
90446,70001214,2,2023-02-13,15,0.0025,549.81,Processor,134,Rate Shopping,2023-02-18,2023-03-05
90447,70001214,3,2023-03-04,15,0.0025,549.81,Broker,125,Underwriting Conditions,2023-03-05,2023-03-20
90448,70001214,4,2023-03-18,15,0.0025,549.81,Broker,127,Title Issues,2023-03-20,2023-04-04
90449,70001220,1,2023-02-07,5,0.00125,1084.22,Broker,134,Title Issues,2023-02-09,2023-02-14
90450,70001236,1,2023-03-25,15,0.0025,1955.02,Broker,127,Underwriting Conditions,2023-03-29,2023-04-13
90451,70001240,1,2023-03-16,15,0.0025,1074.61,Processor,127,Appraisal Delay,2023-03-21,2023-04-05
90452,70001240,2,2023-04-04,15,0.0025,1074.61,Loan Officer,131,Title Issues,2023-04-05,2023-04-20
90453,70001241,1,2023-04-22,5,0.00125,446.5,Processor,135,Underwriting Conditions,2023-04-26,2023-05-01
90454,70001246,1,2023-03-31,15,0.0025,677.4,Loan Officer,129,Rate Shopping,2023-04-05,2023-04-20
90455,70001250,1,2023-02-17,15,0.0025,1914.43,Loan Officer,138,Title Issues,2023-02-21,2023-03-08
90456,70001250,2,2023-03-06,5,0.00125,957.22,Broker,137,Appraisal Delay,2023-03-08,2023-03-13
90457,70001250,3,2023-03-09,15,0.0025,1914.43,Processor,139,Appraisal Delay,2023-03-13,2023-03-28
90458,70001255,1,2023-03-10,5,0.00125,745.33,Loan Officer,134,Title Issues,2023-03-15,2023-03-20
90459,70001258,1,2023-02-12,15,0.0025,898.85,Processor,136,Borrower Delay,2023-02-14,2023-03-01
90460,70001261,1,2023-04-28,15,0.0025,943.28,Broker,125,Underwriting Conditions,2023-05-03,2023-05-18
90461,70001261,2,2023-05-16,15,0.0025,943.28,Loan Officer,137,Title Issues,2023-05-18,2023-06-02
