Extension ID,Loan Number,Extension Number,Date Extension Requested,Extension (Days),Extension Cost (%),Extension Cost ($),Extension Requestor,Approved By (ID),Extension Reason,Expiration Before Extension,Expiration After Extension,Total Extension Days,Total Extension Cost ($),Extension Count,Extension Bucket
90186,70000455,1,2023-03-08,15,0.0025,539.33,Broker,136,Title Issues,2023-03-12,2023-03-27,20,808.99,2,1–2 Extensions
90187,70000455,2,2023-03-22,5,0.00125,269.66,Broker,126,Title Issues,2023-03-27,2023-04-01,20,808.99,2,1–2 Extensions
90188,70000461,1,2023-03-24,5,0.00125,340.58,Broker,133,Borrower Delay,2023-03-28,2023-04-02,5,340.58,1,1–2 Extensions
90189,70000468,1,2023-04-10,15,0.0025,692.62,Loan Officer,126,Title Issues,2023-04-15,2023-04-30,30,1385.24,2,1–2 Extensions
90190,70000468,2,2023-04-27,15,0.0025,692.62,Loan Officer,128,Title Issues,2023-04-30,2023-05-15,30,1385.24,2,1–2 Extensions
90191,70000476,1,2023-04-13,15,0.0025,1070.62,Processor,127,Appraisal Delay,2023-04-14,2023-04-29,15,1070.62,1,1–2 Extensions
90192,70000483,1,2023-04-27,5,0.00125,251.1,Processor,127,Borrower Delay,2023-04-29,2023-05-04,5,251.1,1,1–2 Extensions
90193,70000493,1,2023-04-18,5,0.00125,556.29,Processor,127,Appraisal Delay,2023-04-20,2023-04-25,5,556.29,1,1–2 Extensions
90194,70000495,1,2023-04-21,5,0.00125,270.23,Loan Officer,127,Appraisal Delay,2023-04-22,2023-04-27,5,270.23,1,1–2 Extensions
90195,70000498,1,2023-04-26,15,0.0025,1124.54,Broker,134,Underwriting Conditions,2023-04-29,2023-05-14,15,1124.54,1,1–2 Extensions
90196,70000499,1,2023-04-16,5,0.00125,855.8,Processor,126,Borrower Delay,2023-04-18,2023-04-23,5,855.8,1,1–2 Extensions
90197,70000505,1,2023-02-12,5,0.00125,553.32,Broker,133,Borrower Delay,2023-02-17,2023-02-22,5,553.32,1,1–2 Extensions
90198,70000508,1,2023-04-19,5,0.00125,568.17,Processor,137,Rate Shopping,2023-04-24,2023-04-29,5,568.17,1,1–2 Extensions
90199,70000509,1,2023-02-17,15,0.0025,989.52,Broker,139,Appraisal Delay,2023-02-18,2023-03-05,15,989.52,1,1–2 Extensions
90200,70000510,1,2023-03-08,5,0.00125,316.26,Broker,127,Title Issues,2023-03-10,2023-03-15,5,316.26,1,1–2 Extensions
90201,70000512,1,2023-02-22,15,0.0025,786.61,Loan Officer,138,Appraisal Delay,2023-02-26,2023-03-13,15,786.61,1,1–2 Extensions
90202,70000514,1,2023-02-05,5,0.00125,783.87,Loan Officer,137,Title Issues,2023-02-08,2023-02-13,5,783.87,1,1–2 Extensions
90203,70000517,1,2023-04-28,5,0.00125,383.86,Processor,129,Underwriting Conditions,2023-05-01,2023-05-06,5,383.86,1,1–2 Extensions
90204,70000524,1,2023-03-09,15,0.0025,658.65,Loan Officer,127,Borrower Delay,2023-03-13,2023-03-28,15,658.65,1,1–2 Extensions
90205,70000525,1,2023-04-16,15,0.0025,1464.4,Processor,130,Title Issues,2023-04-17,2023-05-02,30,2928.8,2,1–2 Extensions
90206,70000525,2,2023-04-27,15,0.0025,1464.4,Processor,130,Title Issues,2023-05-02,2023-05-17,30,2928.8,2,1–2 Extensions
90207,70000527,1,2023-03-04,5,0.00125,704.68,Loan Officer,139,Title Issues,2023-03-09,2023-03-14,20,2114.0299999999997,2,1–2 Extensions
90208,70000527,2,2023-03-09,15,0.0025,1409.35,Broker,137,Rate Shopping,2023-03-14,2023-03-29,20,2114.0299999999997,2,1–2 Extensions
90209,70000530,1,2023-05-30,5,0.00125,392.43,Broker,136,Rate Shopping,2023-06-03,2023-06-08,5,392.43,1,1–2 Extensions
90210,70000531,1,2023-03-12,15,0.0025,1065.75,Loan Officer,136,Title Issues,2023-03-13,2023-03-28,30,2131.5,2,1–2 Extensions
90211,70000531,2,2023-03-23,15,0.0025,1065.75,Processor,138,Appraisal Delay,2023-03-28,2023-04-12,30,2131.5,2,1–2 Extensions
90212,70000532,1,2023-03-18,5,0.00125,311.45,Processor,129,Borrower Delay,2023-03-20,2023-03-25,10,622.9,2,1–2 Extensions
90213,70000532,2,2023-03-24,5,0.00125,311.45,Processor,133,Appraisal Delay,2023-03-25,2023-03-30,10,622.9,2,1–2 Extensions
90214,70000533,1,2023-03-17,5,0.00125,363.57,Loan Officer,126,Underwriting Conditions,2023-03-18,2023-03-23,25,1454.28,3,3+ Extensions
90215,70000533,2,2023-03-20,5,0.00125,363.57,Broker,128,Rate Shopping,2023-03-23,2023-03-28,25,1454.28,3,3+ Extensions
90216,70000533,3,2023-03-25,15,0.0025,727.14,Processor,130,Borrower Delay,2023-03-28,2023-04-12,25,1454.28,3,3+ Extensions
90217,70000534,1,2023-05-09,5,0.00125,317.75,Broker,130,Rate Shopping,2023-05-10,2023-05-15,5,317.75,1,1–2 Extensions
90218,70000546,1,2023-03-27,5,0.00125,325.81,Broker,137,Underwriting Conditions,2023-03-30,2023-04-04,10,651.62,2,1–2 Extensions
90219,70000546,2,2023-04-03,5,0.00125,325.81,Broker,137,Borrower Delay,2023-04-04,2023-04-09,10,651.62,2,1–2 Extensions
90220,70000551,1,2023-04-16,5,0.00125,615.91,Processor,127,Rate Shopping,2023-04-17,2023-04-22,5,615.91,1,1–2 Extensions
90221,70000556,1,2023-04-18,5,0.00125,663.19,Processor,130,Underwriting Conditions,2023-04-23,2023-04-28,5,663.19,1,1–2 Extensions
90222,70000557,1,2023-02-17,5,0.00125,460.32,Loan Officer,132,Appraisal Delay,2023-02-21,2023-02-26,5,460.32,1,1–2 Extensions
90223,70000560,1,2023-02-17,15,0.0025,867.02,Loan Officer,127,Appraisal Delay,2023-02-19,2023-03-06,20,1300.53,2,1–2 Extensions
90224,70000560,2,2023-03-02,5,0.00125,433.51,Loan Officer,134,Appraisal Delay,2023-03-06,2023-03-11,20,1300.53,2,1–2 Extensions
90225,70000567,1,2023-04-27,5,0.00125,326.88,Broker,136,Borrower Delay,2023-05-02,2023-05-07,5,326.88,1,1–2 Extensions
90226,70000570,1,2023-02-04,5,0.00125,780.03,Processor,136,Title Issues,2023-02-08,2023-02-13,5,780.03,1,1–2 Extensions
90227,70000571,1,2023-03-18,5,0.00125,498.91,Processor,132,Borrower Delay,2023-03-23,2023-03-28,5,498.91,1,1–2 Extensions
90228,70000576,1,2023-04-26,15,0.0025,764.84,Loan Officer,134,Appraisal Delay,2023-04-29,2023-05-14,15,764.84,1,1–2 Extensions
90229,70000578,1,2023-02-13,5,0.00125,427.41,Processor,129,Appraisal Delay,2023-02-17,2023-02-22,5,427.41,1,1–2 Extensions
90230,70000583,1,2023-04-15,5,0.00125,905.29,Broker,127,Title Issues,2023-04-19,2023-04-24,5,905.29,1,1–2 Extensions
90231,70000591,1,2023-04-10,15,0.0025,674.99,Broker,125,Title Issues,2023-04-12,2023-04-27,30,1349.98,2,1–2 Extensions
90232,70000591,2,2023-04-22,15,0.0025,674.99,Processor,131,Borrower Delay,2023-04-27,2023-05-12,30,1349.98,2,1–2 Extensions
90233,70000593,1,2023-03-19,5,0.00125,903.76,Loan Officer,127,Borrower Delay,2023-03-20,2023-03-25,5,903.76,1,1–2 Extensions
90234,70000596,1,2023-05-05,5,0.00125,614.19,Processor,138,Title Issues,2023-05-10,2023-05-15,5,614.19,1,1–2 Extensions
90235,70000605,1,2023-04-12,15,0.0025,810.22,Broker,133,Rate Shopping,2023-04-13,2023-04-28,15,810.22,1,1–2 Extensions
90236,70000612,1,2023-04-12,15,0.0025,941.53,Processor,131,Title Issues,2023-04-17,2023-05-02,20,1412.3,2,1–2 Extensions
90237,70000612,2,2023-04-27,5,0.00125,470.77,Broker,133,Borrower Delay,2023-05-02,2023-05-07,20,1412.3,2,1–2 Extensions
90238,70000613,1,2023-04-06,15,0.0025,1985.74,Broker,133,Borrower Delay,2023-04-10,2023-04-25,15,1985.74,1,1–2 Extensions
90239,70000614,1,2023-02-27,5,0.00125,543.35,Processor,131,Borrower Delay,2023-03-03,2023-03-08,5,543.35,1,1–2 Extensions
90240,70000617,1,2023-02-24,5,0.00125,779.43,Loan Officer,133,Title Issues,2023-02-28,2023-03-05,5,779.43,1,1–2 Extensions
90241,70000622,1,2023-04-10,5,0.00125,1025.53,Broker,137,Underwriting Conditions,2023-04-13,2023-04-18,5,1025.53,1,1–2 Extensions
90242,70000623,1,2023-02-08,15,0.0025,1555.55,Broker,135,Appraisal Delay,2023-02-11,2023-02-26,30,3111.1,2,1–2 Extensions
90243,70000623,2,2023-02-25,15,0.0025,1555.55,Loan Officer,131,Title Issues,2023-02-26,2023-03-13,30,3111.1,2,1–2 Extensions
90244,70000627,1,2023-02-25,5,0.00125,403.78,Broker,125,Rate Shopping,2023-02-26,2023-03-03,40,2422.68,4,3+ Extensions
90245,70000627,2,2023-02-28,5,0.00125,403.78,Broker,138,Appraisal Delay,2023-03-03,2023-03-08,40,2422.68,4,3+ Extensions
90246,70000627,3,2023-03-05,15,0.0025,807.56,Broker,135,Rate Shopping,2023-03-08,2023-03-23,40,2422.68,4,3+ Extensions
90247,70000627,4,2023-03-18,15,0.0025,807.56,Broker,136,Underwriting Conditions,2023-03-23,2023-04-07,40,2422.68,4,3+ Extensions
90248,70000628,1,2023-04-08,15,0.0025,1290.04,Loan Officer,130,Appraisal Delay,2023-04-13,2023-04-28,20,1935.06,2,1–2 Extensions
90249,70000628,2,2023-04-24,5,0.00125,645.02,Loan Officer,135,Borrower Delay,2023-04-28,2023-05-03,20,1935.06,2,1–2 Extensions
90250,70000629,1,2023-05-07,15,0.0025,994.92,Broker,127,Title Issues,2023-05-12,2023-05-27,15,994.92,1,1–2 Extensions
90251,70000634,1,2023-03-02,15,0.0025,501.35,Loan Officer,137,Borrower Delay,2023-03-04,2023-03-19,15,501.35,1,1–2 Extensions
90252,70000640,1,2023-03-16,15,0.0025,652.78,Processor,125,Appraisal Delay,2023-03-20,2023-04-04,30,1305.56,2,1–2 Extensions
90253,70000640,2,2023-03-30,15,0.0025,652.78,Broker,127,Rate Shopping,2023-04-04,2023-04-19,30,1305.56,2,1–2 Extensions
90254,70000641,1,2023-02-12,15,0.0025,1686.69,Broker,126,Underwriting Conditions,2023-02-13,2023-02-28,15,1686.69,1,1–2 Extensions
90255,70000646,1,2023-02-16,15,0.0025,1149.87,Processor,131,Underwriting Conditions,2023-02-20,2023-03-07,30,2299.74,2,1–2 Extensions
90256,70000646,2,2023-03-03,15,0.0025,1149.87,Processor,130,Underwriting Conditions,2023-03-07,2023-03-22,30,2299.74,2,1–2 Extensions
90257,70000647,1,2023-03-18,5,0.00125,444.02,Loan Officer,127,Appraisal Delay,2023-03-20,2023-03-25,5,444.02,1,1–2 Extensions
90258,70000651,1,2023-02-24,15,0.0025,627.26,Broker,129,Rate Shopping,2023-02-27,2023-03-14,15,627.26,1,1–2 Extensions
90259,70000660,1,2023-04-10,5,0.00125,409.17,Broker,134,Underwriting Conditions,2023-04-14,2023-04-19,5,409.17,1,1–2 Extensions
90260,70000662,1,2023-03-07,15,0.0025,1993.76,Broker,138,Appraisal Delay,2023-03-09,2023-03-24,15,1993.76,1,1–2 Extensions
90261,70000664,1,2023-02-18,5,0.00125,414.05,Broker,136,Appraisal Delay,2023-02-22,2023-02-27,20,1242.15,2,1–2 Extensions
90262,70000664,2,2023-02-22,15,0.0025,828.1,Broker,126,Underwriting Conditions,2023-02-27,2023-03-14,20,1242.15,2,1–2 Extensions
90263,70000670,1,2023-05-22,15,0.0025,768.81,Processor,134,Appraisal Delay,2023-05-23,2023-06-07,15,768.81,1,1–2 Extensions
90264,70000676,1,2023-05-03,5,0.00125,737.55,Broker,133,Borrower Delay,2023-05-05,2023-05-10,20,2212.6499999999996,2,1–2 Extensions
90265,70000676,2,2023-05-05,15,0.0025,1475.1,Broker,126,Title Issues,2023-05-10,2023-05-25,20,2212.6499999999996,2,1–2 Extensions
90266,70000678,1,2023-04-30,5,0.00125,940.86,Processor,138,Rate Shopping,2023-05-01,2023-05-06,20,2822.58,2,1–2 Extensions
90267,70000678,2,2023-05-04,15,0.0025,1881.72,Processor,133,Appraisal Delay,2023-05-06,2023-05-21,20,2822.58,2,1–2 Extensions
90268,70000679,1,2023-04-15,5,0.00125,829.84,Broker,131,Rate Shopping,2023-04-20,2023-04-25,5,829.84,1,1–2 Extensions
90269,70000681,1,2023-03-24,5,0.00125,428.18,Loan Officer,128,Underwriting Conditions,2023-03-28,2023-04-02,5,428.18,1,1–2 Extensions
90270,70000688,1,2023-04-09,5,0.00125,591.09,Broker,126,Underwriting Conditions,2023-04-12,2023-04-17,20,1773.27,2,1–2 Extensions
90271,70000688,2,2023-04-13,15,0.0025,1182.18,Broker,137,Appraisal Delay,2023-04-17,2023-05-02,20,1773.27,2,1–2 Extensions
90272,70000694,1,2023-03-31,15,0.0025,1118.27,Broker,135,Rate Shopping,2023-04-01,2023-04-16,15,1118.27,1,1–2 Extensions
90273,70000697,1,2023-04-05,5,0.00125,371.43,Broker,127,Underwriting Conditions,2023-04-08,2023-04-13,5,371.43,1,1–2 Extensions
90274,70000702,1,2023-04-06,5,0.00125,422.43,Broker,138,Appraisal Delay,2023-04-07,2023-04-12,50,2957.04,4,3+ Extensions
90275,70000702,2,2023-04-10,15,0.0025,844.87,Loan Officer,135,Rate Shopping,2023-04-12,2023-04-27,50,2957.04,4,3+ Extensions
90276,70000702,3,2023-04-23,15,0.0025,844.87,Loan Officer,134,Rate Shopping,2023-04-27,2023-05-12,50,2957.04,4,3+ Extensions
90277,70000702,4,2023-05-11,15,0.0025,844.87,Broker,130,Borrower Delay,2023-05-12,2023-05-27,50,2957.04,4,3+ Extensions
90278,70000707,1,2023-03-11,5,0.00125,513.75,Loan Officer,130,Rate Shopping,2023-03-13,2023-03-18,5,513.75,1,1–2 Extensions
90279,70000710,1,2023-04-16,15,0.0025,1039.31,Processor,135,Title Issues,2023-04-20,2023-05-05,20,1558.9699999999998,2,1–2 Extensions
90280,70000710,2,2023-05-03,5,0.00125,519.66,Processor,135,Rate Shopping,2023-05-05,2023-05-10,20,1558.9699999999998,2,1–2 Extensions
90281,70000713,1,2023-02-23,5,0.00125,311.35,Broker,139,Appraisal Delay,2023-02-27,2023-03-04,5,311.35,1,1–2 Extensions
90282,70000714,1,2023-02-26,15,0.0025,1875.73,Processor,134,Borrower Delay,2023-03-02,2023-03-17,15,1875.73,1,1–2 Extensions
90283,70000716,1,2023-02-20,15,0.0025,1274.18,Loan Officer,125,Borrower Delay,2023-02-25,2023-03-12,15,1274.18,1,1–2 Extensions
90284,70000718,1,2023-03-27,15,0.0025,1322.47,Loan Officer,138,Rate Shopping,2023-04-01,2023-04-16,15,1322.47,1,1–2 Extensions
90285,70000723,1,2023-02-12,5,0.00125,397.52,Loan Officer,128,Rate Shopping,2023-02-14,2023-02-19,5,397.52,1,1–2 Extensions
90286,70000724,1,2023-02-11,15,0.0025,667.95,Broker,138,Appraisal Delay,2023-02-16,2023-03-03,30,1335.9,2,1–2 Extensions
90287,70000724,2,2023-02-26,15,0.0025,667.95,Processor,138,Rate Shopping,2023-03-03,2023-03-18,30,1335.9,2,1–2 Extensions
90288,70000735,1,2023-02-21,5,0.00125,675.12,Processor,139,Underwriting Conditions,2023-02-22,2023-02-27,5,675.12,1,1–2 Extensions
90289,70000736,1,2023-03-20,15,0.0025,1335.71,Processor,130,Underwriting Conditions,2023-03-21,2023-04-05,15,1335.71,1,1–2 Extensions
90290,70000739,1,2023-03-02,15,0.0025,747.26,Processor,132,Underwriting Conditions,2023-03-04,2023-03-19,15,747.26,1,1–2 Extensions
90291,70000741,1,2023-03-17,15,0.0025,953.63,Broker,132,Appraisal Delay,2023-03-19,2023-04-03,15,953.63,1,1–2 Extensions
90292,70000758,1,2023-03-30,15,0.0025,1548.37,Broker,127,Borrower Delay,2023-04-03,2023-04-18,15,1548.37,1,1–2 Extensions
90293,70000764,1,2023-03-29,15,0.0025,639.23,Processor,137,Underwriting Conditions,2023-03-31,2023-04-15,30,1278.46,2,1–2 Extensions
90294,70000764,2,2023-04-14,15,0.0025,639.23,Processor,129,Appraisal Delay,2023-04-15,2023-04-30,30,1278.46,2,1–2 Extensions
90295,70000768,1,2023-03-12,15,0.0025,2283.87,Broker,128,Underwriting Conditions,2023-03-14,2023-03-29,30,4567.74,2,1–2 Extensions
90296,70000768,2,2023-03-26,15,0.0025,2283.87,Loan Officer,139,Underwriting Conditions,2023-03-29,2023-04-13,30,4567.74,2,1–2 Extensions
90297,70000770,1,2023-02-08,5,0.00125,677.17,Processor,133,Title Issues,2023-02-10,2023-02-15,5,677.17,1,1–2 Extensions
90298,70000771,1,2023-02-01,15,0.0025,932.47,Broker,126,Appraisal Delay,2023-02-05,2023-02-20,15,932.47,1,1–2 Extensions
90299,70000774,1,2023-03-10,15,0.0025,1118.41,Processor,132,Underwriting Conditions,2023-03-11,2023-03-26,30,2236.82,2,1–2 Extensions
90300,70000774,2,2023-03-21,15,0.0025,1118.41,Processor,131,Title Issues,2023-03-26,2023-04-10,30,2236.82,2,1–2 Extensions
90301,70000775,1,2023-05-24,15,0.0025,709.26,Broker,132,Underwriting Conditions,2023-05-28,2023-06-12,30,1418.52,2,1–2 Extensions
90302,70000775,2,2023-06-09,15,0.0025,709.26,Broker,138,Title Issues,2023-06-12,2023-06-27,30,1418.52,2,1–2 Extensions
90303,70000783,1,2023-05-01,5,0.00125,513.05,Processor,136,Underwriting Conditions,2023-05-03,2023-05-08,5,513.05,1,1–2 Extensions
90304,70000785,1,2023-04-11,5,0.00125,325.07,Processor,135,Appraisal Delay,2023-04-16,2023-04-21,20,975.21,2,1–2 Extensions
90305,70000785,2,2023-04-19,15,0.0025,650.14,Processor,138,Rate Shopping,2023-04-21,2023-05-06,20,975.21,2,1–2 Extensions
90306,70000788,1,2023-03-07,15,0.0025,638.91,Processor,130,Underwriting Conditions,2023-03-10,2023-03-25,15,638.91,1,1–2 Extensions
90307,70000793,1,2023-04-25,5,0.00125,240.73,Loan Officer,132,Appraisal Delay,2023-04-29,2023-05-04,5,240.73,1,1–2 Extensions
90308,70000795,1,2023-03-02,5,0.00125,926.44,Broker,138,Appraisal Delay,2023-03-04,2023-03-09,5,926.44,1,1–2 Extensions
90309,70000808,1,2023-03-08,5,0.00125,522.09,Processor,128,Underwriting Conditions,2023-03-11,2023-03-16,5,522.09,1,1–2 Extensions
90310,70000811,1,2023-02-15,5,0.00125,530.63,Loan Officer,137,Underwriting Conditions,2023-02-17,2023-02-22,5,530.63,1,1–2 Extensions
90311,70000836,1,2023-03-18,15,0.0025,779.77,Processor,129,Borrower Delay,2023-03-19,2023-04-03,15,779.77,1,1–2 Extensions
90312,70000840,1,2023-03-22,5,0.00125,557.9,Broker,137,Title Issues,2023-03-23,2023-03-28,5,557.9,1,1–2 Extensions
90313,70000841,1,2023-04-25,5,0.00125,727.53,Broker,126,Appraisal Delay,2023-04-28,2023-05-03,20,2182.59,2,1–2 Extensions
90314,70000841,2,2023-04-30,15,0.0025,1455.06,Processor,129,Appraisal Delay,2023-05-03,2023-05-18,20,2182.59,2,1–2 Extensions
90315,70000842,1,2023-04-11,15,0.0025,675.37,Broker,130,Appraisal Delay,2023-04-16,2023-05-01,30,1350.74,2,1–2 Extensions
90316,70000842,2,2023-04-30,15,0.0025,675.37,Processor,135,Rate Shopping,2023-05-01,2023-05-16,30,1350.74,2,1–2 Extensions
90317,70000851,1,2023-03-02,5,0.00125,439.16,Broker,137,Rate Shopping,2023-03-03,2023-03-08,20,1317.49,2,1–2 Extensions
90318,70000851,2,2023-03-07,15,0.0025,878.33,Broker,130,Underwriting Conditions,2023-03-08,2023-03-23,20,1317.49,2,1–2 Extensions
90319,70000853,1,2023-03-06,15,0.0025,1841.85,Processor,136,Title Issues,2023-03-08,2023-03-23,15,1841.85,1,1–2 Extensions
90320,70000855,1,2023-02-24,15,0.0025,1919.8,Loan Officer,130,Borrower Delay,2023-02-25,2023-03-12,15,1919.8,1,1–2 Extensions
90321,70000860,1,2023-04-04,15,0.0025,1478.37,Broker,126,Borrower Delay,2023-04-09,2023-04-24,15,1478.37,1,1–2 Extensions
90322,70000861,1,2023-03-11,15,0.0025,1322.38,Processor,136,Appraisal Delay,2023-03-16,2023-03-31,15,1322.38,1,1–2 Extensions
90323,70000862,1,2023-03-08,15,0.0025,1029.71,Processor,134,Appraisal Delay,2023-03-11,2023-03-26,20,1544.5700000000002,2,1–2 Extensions
90324,70000862,2,2023-03-23,5,0.00125,514.86,Broker,132,Title Issues,2023-03-26,2023-03-31,20,1544.5700000000002,2,1–2 Extensions
90325,70000863,1,2023-04-01,5,0.00125,633.63,Broker,133,Title Issues,2023-04-04,2023-04-09,5,633.63,1,1–2 Extensions
90326,70000864,1,2023-02-19,15,0.0025,967.81,Processor,134,Borrower Delay,2023-02-20,2023-03-07,15,967.81,1,1–2 Extensions
90327,70000866,1,2023-05-01,15,0.0025,609.41,Broker,135,Borrower Delay,2023-05-04,2023-05-19,30,1218.82,2,1–2 Extensions
90328,70000866,2,2023-05-14,15,0.0025,609.41,Loan Officer,139,Rate Shopping,2023-05-19,2023-06-03,30,1218.82,2,1–2 Extensions
90329,70000872,1,2023-03-10,15,0.0025,800.75,Processor,136,Borrower Delay,2023-03-11,2023-03-26,30,1601.5,2,1–2 Extensions
90330,70000872,2,2023-03-25,15,0.0025,800.75,Loan Officer,131,Borrower Delay,2023-03-26,2023-04-10,30,1601.5,2,1–2 Extensions
90331,70000873,1,2023-04-25,15,0.0025,1173.75,Processor,128,Underwriting Conditions,2023-04-26,2023-05-11,15,1173.75,1,1–2 Extensions
90332,70000885,1,2023-04-01,15,0.0025,784.18,Loan Officer,134,Title Issues,2023-04-03,2023-04-18,15,784.18,1,1–2 Extensions
90333,70000889,1,2023-04-04,5,0.00125,900.61,Processor,139,Rate Shopping,2023-04-07,2023-04-12,20,2701.83,2,1–2 Extensions
90334,70000889,2,2023-04-11,15,0.0025,1801.22,Broker,137,Title Issues,2023-04-12,2023-04-27,20,2701.83,2,1–2 Extensions
90335,70000895,1,2023-04-01,15,0.0025,816.57,Broker,138,Underwriting Conditions,2023-04-05,2023-04-20,30,1633.14,2,1–2 Extensions
90336,70000895,2,2023-04-17,15,0.0025,816.57,Loan Officer,130,Underwriting Conditions,2023-04-20,2023-05-05,30,1633.14,2,1–2 Extensions
90337,70000900,1,2023-03-17,5,0.00125,364.82,Processor,131,Borrower Delay,2023-03-21,2023-03-26,5,364.82,1,1–2 Extensions
90338,70000907,1,2023-03-10,5,0.00125,481.41,Loan Officer,127,Appraisal Delay,2023-03-15,2023-03-20,20,1444.23,2,1–2 Extensions
90339,70000907,2,2023-03-16,15,0.0025,962.82,Loan Officer,132,Title Issues,2023-03-20,2023-04-04,20,1444.23,2,1–2 Extensions
90340,70000914,1,2023-03-04,5,0.00125,700.2,Broker,131,Underwriting Conditions,2023-03-08,2023-03-13,5,700.2,1,1–2 Extensions
90341,70000915,1,2023-04-17,5,0.00125,430.71,Processor,138,Underwriting Conditions,2023-04-21,2023-04-26,5,430.71,1,1–2 Extensions
90342,70000917,1,2023-03-06,15,0.0025,1348.48,Broker,132,Appraisal Delay,2023-03-07,2023-03-22,20,2022.72,2,1–2 Extensions
90343,70000917,2,2023-03-17,5,0.00125,674.24,Broker,138,Borrower Delay,2023-03-22,2023-03-27,20,2022.72,2,1–2 Extensions
90344,70000924,1,2023-04-03,15,0.0025,1266.56,Loan Officer,133,Title Issues,2023-04-07,2023-04-22,15,1266.56,1,1–2 Extensions
90345,70000934,1,2023-02-24,5,0.00125,500.91,Processor,126,Rate Shopping,2023-03-01,2023-03-06,10,1001.82,2,1–2 Extensions
90346,70000934,2,2023-03-01,5,0.00125,500.91,Loan Officer,125,Underwriting Conditions,2023-03-06,2023-03-11,10,1001.82,2,1–2 Extensions
90347,70000940,1,2023-03-11,15,0.0025,932.62,Loan Officer,139,Borrower Delay,2023-03-13,2023-03-28,20,1398.93,2,1–2 Extensions
90348,70000940,2,2023-03-24,5,0.00125,466.31,Processor,126,Borrower Delay,2023-03-28,2023-04-02,20,1398.93,2,1–2 Extensions
90349,70000943,1,2023-04-06,5,0.00125,836.98,Loan Officer,133,Underwriting Conditions,2023-04-11,2023-04-16,5,836.98,1,1–2 Extensions
90350,70000953,1,2023-04-30,15,0.0025,1072.19,Broker,128,Rate Shopping,2023-05-05,2023-05-20,15,1072.19,1,1–2 Extensions
90351,70000954,1,2023-03-12,5,0.00125,462.31,Processor,135,Appraisal Delay,2023-03-14,2023-03-19,20,1386.94,2,1–2 Extensions
90352,70000954,2,2023-03-16,15,0.0025,924.63,Processor,136,Appraisal Delay,2023-03-19,2023-04-03,20,1386.94,2,1–2 Extensions
90353,70000957,1,2023-02-21,15,0.0025,1952.34,Processor,133,Rate Shopping,2023-02-26,2023-03-13,15,1952.34,1,1–2 Extensions
