Loan Number,Application Date,Lock Date,Funding Date,Loan Amount,Property State,Property Type,Occupancy Type,Loan Purpose,Channel,Product Type,Interest Rate,FICO,CLTV,DTI,Lock Term (days),Loan Status,loan_officer_id,Account Executive ID,Underwriter ID,Processor ID,Compensation (BPS),Compensation ($),Branch ID,Pull Through Flag,Extension Count,Is Funded,Loan Age (Days),Days To Fund,App To Lock Days,Lock To Fund Days,FICO Bucket,CLTV Bucket,High DTI Flag,Total Time In Process,Loan Status Simplified,Loan Purpose Simplified
70000100,2023-01-13,2023-01-16,2023-02-04,421419,Fl,2-4 Unit,Primary,Purchase,Retail,Fha,5.97,652,74,21,30,Funded,104,,136,145,84,3539.92,30,1,2,1,1189,22.0,3,19.0,Near Prime (620-659),71-80%,0,22.0,Funded,Purchase
70000101,2023-03-08,2023-03-11,,335377,Sc,Condo,Primary,Refi Co,Retail,Conventional,6.077,753,70,39,45,Denied,118,,130,148,75,2515.33,18,0,0,0,1135,,3,,Excellent (740-799),61-70%,0,3.0,Withdrawn,Refinance
70000102,2023-03-10,2023-03-13,,515325,Il,Sfr,Second Home,Purchase,Wholesale,Jumbo,6.255,678,81,36,45,Withdrawn,123,155.0,138,151,91,4689.46,35,0,0,0,1133,,3,,Prime (660-699),81-90%,0,3.0,Withdrawn,Purchase
70000103,2023-02-03,2023-02-08,2023-03-19,453448,Tx,Condo,Primary,Refi Rt,Retail,Conventional,6.193,743,83,41,45,Funded,104,,138,150,82,3718.27,30,1,0,1,1168,44.0,5,39.0,Excellent (740-799),81-90%,0,44.0,Funded,Refinance
70000104,2023-03-15,2023-03-20,,313278,Nc,Sfr,Primary,Purchase,Wholesale,Conventional,6.368,703,82,50,45,Suspended,123,157.0,136,140,83,2600.21,35,0,0,0,1128,,5,,Prime+ (700-739),81-90%,1,5.0,Suspended,Purchase
70000105,2023-03-13,2023-03-15,2023-04-18,324214,Tn,Sfr,Primary,Refi Co,Retail,Conventional,5.738,699,95,39,30,Funded,119,,132,143,115,3728.46,35,1,2,1,1130,36.0,2,34.0,Prime (660-699),91-100%,0,36.0,Funded,Refinance
70000106,2023-02-05,2023-02-09,2023-04-01,423644,Fl,2-4 Unit,Investment,Refi Rt,Wholesale,Fha,5.168,780,65,42,30,Funded,123,156.0,129,144,94,3982.25,35,1,0,1,1166,55.0,4,51.0,Excellent (740-799),61-70%,0,55.0,Funded,Refinance
70000107,2023-03-11,2023-03-14,2023-04-28,466352,Va,Sfr,Primary,Refi Rt,Retail,Conventional,5.587,729,86,25,60,Funded,120,,129,151,89,4150.53,35,1,0,1,1132,48.0,3,45.0,Prime+ (700-739),81-90%,0,48.0,Funded,Refinance
70000108,2023-01-26,2023-01-30,,343625,Ga,Sfr,Primary,Purchase,Wholesale,Conventional,6.403,769,87,36,15,Suspended,107,155.0,135,143,93,3195.71,22,0,0,0,1176,,4,,Excellent (740-799),81-90%,0,4.0,Suspended,Purchase
70000109,2023-02-12,2023-02-17,2023-04-03,766409,Ca,Sfr,Primary,Refi Co,Wholesale,Jumbo,7.127,705,76,35,30,Funded,115,159.0,135,143,129,9886.68,18,1,0,1,1159,50.0,5,45.0,Prime+ (700-739),71-80%,0,50.0,Funded,Refinance
70000110,2023-03-24,2023-03-24,2023-04-24,547275,Va,Sfr,Primary,Purchase,Wholesale,Jumbo,7.238,699,77,29,60,Funded,101,162.0,138,146,77,4214.02,12,1,0,1,1119,31.0,0,31.0,Prime (660-699),71-80%,0,31.0,Funded,Purchase
70000111,2023-02-07,2023-02-07,2023-03-07,249355,Nc,Sfr,Primary,Refi Co,Retail,Jumbo,6.682,758,87,45,30,Funded,116,,132,144,103,2568.36,22,1,0,1,1164,28.0,0,28.0,Excellent (740-799),81-90%,0,28.0,Funded,Refinance
70000112,2023-01-15,2023-01-17,,335516,Sc,Sfr,Primary,Purchase,Wholesale,Fha,5.93,782,70,31,45,Withdrawn,105,161.0,134,153,104,3489.37,12,0,0,0,1187,,2,,Excellent (740-799),61-70%,0,2.0,Withdrawn,Purchase
70000113,2023-03-07,2023-03-09,2023-04-13,323821,Nc,Sfr,Primary,Purchase,Retail,Conventional,5.8,709,76,40,30,Funded,110,,129,149,101,3270.59,22,1,1,1,1136,37.0,2,35.0,Prime+ (700-739),71-80%,0,37.0,Funded,Purchase
70000114,2023-01-02,2023-01-04,,525176,Il,Sfr,Primary,Purchase,Retail,Conventional,6.785,743,81,39,30,Suspended,122,,137,144,129,6774.77,18,0,0,0,1200,,2,,Excellent (740-799),81-90%,0,2.0,Suspended,Purchase
70000115,2023-03-23,2023-03-25,,351788,Fl,Sfr,Investment,Purchase,Retail,Jumbo,7.331,694,76,38,30,Withdrawn,115,,137,148,120,4221.46,18,0,0,0,1120,,2,,Prime (660-699),71-80%,0,2.0,Withdrawn,Purchase
70000116,2023-01-28,2023-01-29,2023-03-24,368856,Il,Sfr,Second Home,Purchase,Retail,Conventional,6.267,763,66,46,60,Funded,116,,128,149,108,3983.64,22,1,0,1,1174,55.0,1,54.0,Excellent (740-799),61-70%,1,55.0,Funded,Purchase
70000117,2023-01-22,2023-01-24,2023-02-19,336279,Tx,Sfr,Primary,Refi Rt,Retail,Va,6.04,739,90,34,30,Funded,116,,131,147,110,3699.07,22,1,0,1,1180,28.0,2,26.0,Prime+ (700-739),81-90%,0,28.0,Funded,Refinance
70000118,2023-03-13,2023-03-16,2023-04-06,324196,Il,Sfr,Primary,Purchase,Retail,Conventional,6.23,752,86,35,15,Funded,117,,125,154,80,2593.57,18,1,2,1,1130,24.0,3,21.0,Excellent (740-799),81-90%,0,24.0,Funded,Purchase
70000119,2023-03-02,2023-03-02,,437735,Fl,Sfr,Primary,Refi Rt,Wholesale,Jumbo,6.34,761,74,29,30,Suspended,114,161.0,138,154,117,5121.5,35,0,0,0,1141,,0,,Excellent (740-799),71-80%,0,0.0,Suspended,Refinance
70000120,2023-03-29,2023-04-03,,342349,Tx,Sfr,Investment,Purchase,Wholesale,Conventional,5.945,740,73,34,30,Canceled,100,159.0,137,140,127,4347.83,22,0,0,0,1114,,5,,Excellent (740-799),71-80%,0,5.0,Withdrawn,Purchase
70000121,2023-03-11,2023-03-14,,958803,Ny,Condo,Primary,Purchase,Retail,Jumbo,6.896,720,79,37,60,Withdrawn,103,,125,152,106,10163.31,30,0,0,0,1132,,3,,Prime+ (700-739),71-80%,0,3.0,Withdrawn,Purchase
70000122,2023-03-20,2023-03-20,2023-05-07,266338,Ga,Sfr,Primary,Purchase,Wholesale,Va,5.867,698,74,36,30,Funded,107,155.0,133,143,103,2743.28,22,1,0,1,1123,48.0,0,48.0,Prime (660-699),71-80%,0,48.0,Funded,Purchase
70000123,2023-02-07,2023-02-08,2023-04-01,418785,Tx,Condo,Primary,Refi Rt,Wholesale,Conventional,6.795,658,100,47,30,Funded,107,159.0,131,144,93,3894.7,22,1,0,1,1164,53.0,1,52.0,Near Prime (620-659),91-100%,1,53.0,Funded,Refinance
70000124,2023-03-17,2023-03-22,,398566,Va,Sfr,Primary,Purchase,Wholesale,Jumbo,6.976,709,78,39,45,Withdrawn,110,161.0,136,146,99,3945.8,22,0,0,0,1126,,5,,Prime+ (700-739),71-80%,0,5.0,Withdrawn,Purchase
70000125,2023-02-18,2023-02-19,2023-04-05,405090,Tx,Sfr,Second Home,Purchase,Wholesale,Va,6.113,768,62,30,60,Funded,117,161.0,133,142,77,3119.19,18,1,0,1,1153,46.0,1,45.0,Excellent (740-799),61-70%,0,46.0,Funded,Purchase
70000126,2023-01-27,2023-01-29,2023-03-26,575116,Ny,2-4 Unit,Second Home,Purchase,Wholesale,Conventional,6.28,714,84,28,30,Funded,101,158.0,138,141,84,4830.97,12,1,2,1,1175,58.0,2,56.0,Prime+ (700-739),81-90%,0,58.0,Funded,Purchase
70000127,2023-03-17,2023-03-22,2023-04-13,468957,Il,Sfr,Primary,Refi Co,Retail,Jumbo,7.093,720,80,24,30,Funded,123,,137,147,97,4548.88,35,1,2,1,1126,27.0,5,22.0,Prime+ (700-739),71-80%,0,27.0,Funded,Refinance
70000128,2023-03-31,2023-04-04,2023-05-13,327957,Il,Sfr,Primary,Purchase,Retail,Conventional,6.348,669,87,34,45,Funded,116,,139,147,114,3738.71,22,1,0,1,1112,43.0,4,39.0,Prime (660-699),81-90%,0,43.0,Funded,Purchase
70000129,2023-03-02,2023-03-04,,280107,Va,Sfr,Primary,Refi Rt,Retail,Conventional,6.592,701,88,44,30,Suspended,118,,136,146,78,2184.83,18,0,0,0,1141,,2,,Prime+ (700-739),81-90%,0,2.0,Suspended,Refinance
70000130,2023-01-26,2023-01-28,2023-03-18,234797,Ga,Sfr,Primary,Refi Rt,Wholesale,Conventional,5.724,698,87,35,45,Funded,114,160.0,127,151,116,2723.65,35,1,0,1,1176,51.0,2,49.0,Prime (660-699),81-90%,0,51.0,Funded,Refinance
70000131,2023-03-11,2023-03-14,,411708,Sc,Condo,Investment,Refi Co,Retail,Va,5.179,754,88,26,15,Denied,101,,137,140,80,3293.66,12,0,0,0,1132,,3,,Excellent (740-799),81-90%,0,3.0,Withdrawn,Refinance
70000132,2023-03-22,2023-03-23,,246833,Nc,Sfr,Primary,Purchase,Retail,Fha,5.489,711,82,40,60,Suspended,121,,132,140,124,3060.73,18,0,0,0,1121,,1,,Prime+ (700-739),81-90%,0,1.0,Suspended,Purchase
70000133,2023-03-12,2023-03-15,,286750,Nc,Sfr,Primary,Refi Co,Retail,Va,5.63,736,66,43,45,Denied,105,,126,154,110,3154.25,12,0,0,0,1131,,3,,Prime+ (700-739),61-70%,0,3.0,Withdrawn,Refinance
70000134,2023-01-20,2023-01-21,2023-02-23,303355,Ga,Sfr,Second Home,Purchase,Retail,Conventional,6.736,782,71,39,30,Funded,109,,135,153,132,4004.29,12,1,2,1,1182,34.0,1,33.0,Excellent (740-799),71-80%,0,34.0,Funded,Purchase
70000135,2023-03-25,2023-03-30,2023-05-11,374138,Tx,Sfr,Primary,Refi Rt,Retail,Conventional,6.593,703,91,38,30,Funded,120,,137,145,70,2618.97,35,1,0,1,1118,47.0,5,42.0,Prime+ (700-739),91-100%,0,47.0,Funded,Refinance
70000136,2023-01-13,2023-01-17,2023-02-19,390528,Va,Sfr,Investment,Refi Rt,Retail,Conventional,6.306,689,75,26,60,Funded,117,,134,150,77,3007.07,18,1,0,1,1189,37.0,4,33.0,Prime (660-699),71-80%,0,37.0,Funded,Refinance
70000137,2023-02-10,2023-02-10,2023-03-26,324464,Tn,Sfr,Second Home,Refi Rt,Retail,Conventional,6.213,749,92,35,30,Funded,121,,139,148,124,4023.35,18,1,0,1,1161,44.0,0,44.0,Excellent (740-799),91-100%,0,44.0,Funded,Refinance
70000138,2023-01-18,2023-01-23,,444411,Il,Sfr,Investment,Purchase,Retail,Va,5.436,715,70,37,30,Withdrawn,119,,131,152,129,5732.9,35,0,0,0,1184,,5,,Prime+ (700-739),61-70%,0,5.0,Withdrawn,Purchase
70000139,2023-03-23,2023-03-25,2023-05-21,399573,Tx,Sfr,Primary,Refi Rt,Retail,Conventional,6.052,652,87,33,45,Funded,109,,137,143,128,5114.53,12,1,0,1,1120,59.0,2,57.0,Near Prime (620-659),81-90%,0,59.0,Funded,Refinance
70000140,2023-01-11,2023-01-13,2023-02-23,289551,Sc,Condo,Primary,Refi Rt,Retail,Conventional,5.936,648,86,47,15,Funded,124,,129,141,76,2200.59,12,1,0,1,1191,43.0,2,41.0,Near Prime (620-659),81-90%,1,43.0,Funded,Refinance
70000141,2023-01-24,2023-01-27,2023-03-05,768286,Ca,Sfr,Primary,Purchase,Retail,Jumbo,6.667,728,95,40,15,Funded,112,,125,144,96,7375.55,22,1,0,1,1178,40.0,3,37.0,Prime+ (700-739),91-100%,0,40.0,Funded,Purchase
70000142,2023-01-11,2023-01-16,2023-03-03,502891,Va,2-4 Unit,Investment,Refi Rt,Retail,Conventional,6.636,762,76,40,30,Funded,104,,126,142,91,4576.31,30,1,0,1,1191,51.0,5,46.0,Excellent (740-799),71-80%,0,51.0,Funded,Refinance
70000143,2023-02-23,2023-02-25,2023-04-03,701554,Ca,Sfr,Primary,Purchase,Wholesale,Conventional,6.312,730,69,28,30,Funded,100,164.0,131,145,135,9470.98,22,1,0,1,1148,39.0,2,37.0,Prime+ (700-739),61-70%,0,39.0,Funded,Purchase
70000144,2023-02-12,2023-02-15,2023-03-24,484252,Fl,Condo,Investment,Refi Co,Retail,Conventional,6.191,681,85,41,60,Funded,105,,131,145,109,5278.35,12,1,0,1,1159,40.0,3,37.0,Prime (660-699),81-90%,0,40.0,Funded,Refinance
70000145,2023-03-30,2023-04-04,2023-05-26,594145,Ca,Sfr,Primary,Purchase,Wholesale,Conventional,6.516,663,84,28,30,Funded,117,163.0,127,150,81,4812.57,18,1,0,1,1113,57.0,5,52.0,Prime (660-699),81-90%,0,57.0,Funded,Purchase
70000146,2023-03-01,2023-03-06,2023-04-09,351675,Ga,Condo,Second Home,Purchase,Wholesale,Fha,6.083,732,96,39,45,Funded,107,157.0,129,150,102,3587.09,22,1,1,1,1142,39.0,5,34.0,Prime+ (700-739),91-100%,0,39.0,Funded,Purchase
70000147,2023-02-18,2023-02-18,2023-03-12,754131,Ca,Sfr,Primary,Purchase,Wholesale,Jumbo,6.974,666,84,40,60,Funded,111,163.0,136,154,82,6183.87,18,1,1,1,1153,22.0,0,22.0,Prime (660-699),81-90%,0,22.0,Funded,Purchase
70000148,2023-01-11,2023-01-11,2023-02-21,403761,Tx,Sfr,Primary,Refi Rt,Retail,Jumbo,6.867,697,67,39,45,Funded,113,,126,140,99,3997.23,18,1,0,1,1191,41.0,0,41.0,Prime (660-699),61-70%,0,41.0,Funded,Refinance
70000149,2023-01-29,2023-02-02,2023-02-27,378694,Il,Sfr,Primary,Purchase,Retail,Conventional,6.051,789,81,35,45,Funded,111,,125,147,97,3673.33,18,1,0,1,1173,29.0,4,25.0,Excellent (740-799),81-90%,0,29.0,Funded,Purchase
70000150,2023-02-23,2023-02-23,2023-04-12,266919,Nc,2-4 Unit,Primary,Purchase,Retail,Conventional,5.949,689,79,37,30,Funded,123,,136,147,96,2562.42,35,1,0,1,1148,48.0,0,48.0,Prime (660-699),71-80%,0,48.0,Funded,Purchase
70000151,2023-02-08,2023-02-08,2023-03-11,323723,Tx,Sfr,Second Home,Refi Rt,Wholesale,Conventional,6.167,742,67,41,60,Funded,117,163.0,127,145,71,2298.43,18,1,0,1,1163,31.0,0,31.0,Excellent (740-799),61-70%,0,31.0,Funded,Refinance
70000152,2023-03-01,2023-03-02,2023-04-17,416609,Tx,Sfr,Primary,Refi Rt,Retail,Fha,6.042,784,67,36,60,Funded,112,,125,151,81,3374.53,22,1,0,1,1142,47.0,1,46.0,Excellent (740-799),61-70%,0,47.0,Funded,Refinance
70000153,2023-02-05,2023-02-10,2023-03-28,366730,Tx,Sfr,Primary,Refi Co,Retail,Conventional,6.219,740,89,36,30,Funded,116,,135,145,119,4364.09,22,1,0,1,1166,51.0,5,46.0,Excellent (740-799),81-90%,0,51.0,Funded,Refinance
70000154,2023-03-20,2023-03-23,2023-04-14,470019,Ny,Sfr,Second Home,Refi Rt,Wholesale,Fha,6.105,697,73,39,30,Funded,121,156.0,127,145,122,5734.23,18,1,0,1,1123,25.0,3,22.0,Prime (660-699),71-80%,0,25.0,Funded,Refinance
70000155,2023-01-15,2023-01-16,2023-02-15,343583,Fl,Sfr,Primary,Refi Rt,Retail,Conventional,6.039,814,87,30,30,Funded,117,,127,147,78,2679.95,18,1,0,1,1187,31.0,1,30.0,Elite (800+),81-90%,0,31.0,Funded,Refinance
70000156,2023-01-24,2023-01-26,2023-03-16,413175,Tx,Sfr,Investment,Refi Co,Retail,Conventional,5.802,691,75,35,30,Funded,113,,135,147,91,3759.89,18,1,0,1,1178,51.0,2,49.0,Prime (660-699),71-80%,0,51.0,Funded,Refinance
70000157,2023-02-26,2023-03-01,,292151,Sc,Sfr,Second Home,Purchase,Retail,Conventional,6.35,746,96,34,30,Withdrawn,118,,136,152,84,2454.07,18,0,0,0,1145,,3,,Excellent (740-799),91-100%,0,3.0,Withdrawn,Purchase
70000158,2023-03-12,2023-03-16,,227102,Nc,Sfr,Second Home,Refi Rt,Retail,Va,5.886,694,87,36,15,Withdrawn,117,,128,146,72,1635.13,18,0,0,0,1131,,4,,Prime (660-699),81-90%,0,4.0,Withdrawn,Refinance
70000159,2023-03-25,2023-03-26,,505909,Fl,2-4 Unit,Primary,Purchase,Wholesale,Conventional,5.91,654,83,37,60,Withdrawn,107,164.0,128,152,97,4907.32,22,0,0,0,1118,,1,,Near Prime (620-659),81-90%,0,1.0,Withdrawn,Purchase
70000160,2023-04-01,2023-04-05,2023-05-25,686666,Ny,Sfr,Primary,Purchase,Retail,Conventional,6.059,701,76,29,30,Funded,105,,130,151,102,7003.99,12,1,0,1,1111,54.0,4,50.0,Prime+ (700-739),71-80%,0,54.0,Funded,Purchase
70000161,2023-03-15,2023-03-17,2023-04-21,339000,Tn,Sfr,Investment,Refi Rt,Retail,Fha,6.042,775,85,34,30,Funded,120,,127,151,80,2712.0,35,1,1,1,1128,37.0,2,35.0,Excellent (740-799),81-90%,0,37.0,Funded,Refinance
70000162,2023-02-01,2023-02-02,2023-03-21,411737,Il,Condo,Second Home,Refi Rt,Retail,Conventional,6.319,713,73,42,30,Funded,102,,135,152,111,4570.28,18,1,1,1,1170,48.0,1,47.0,Prime+ (700-739),71-80%,0,48.0,Funded,Refinance
70000163,2023-01-12,2023-01-15,2023-02-06,748130,Ca,Sfr,Investment,Purchase,Wholesale,Jumbo,6.354,720,80,41,30,Funded,123,160.0,132,150,92,6882.8,35,1,2,1,1190,25.0,3,22.0,Prime+ (700-739),71-80%,0,25.0,Funded,Purchase
70000164,2023-03-10,2023-03-13,2023-04-30,193985,Ga,Sfr,Primary,Purchase,Wholesale,Conventional,6.158,728,81,47,45,Funded,110,155.0,139,150,91,1765.26,22,1,0,1,1133,51.0,3,48.0,Prime+ (700-739),81-90%,1,51.0,Funded,Purchase
70000165,2023-03-22,2023-03-25,,347538,Nc,2-4 Unit,Primary,Purchase,Wholesale,Conventional,5.818,727,83,34,60,Suspended,120,159.0,129,142,86,2988.83,35,0,0,0,1121,,3,,Prime+ (700-739),81-90%,0,3.0,Suspended,Purchase
70000166,2023-02-16,2023-02-18,2023-03-13,250720,Nc,Sfr,Primary,Purchase,Wholesale,Fha,5.938,759,74,35,45,Funded,122,158.0,126,140,137,3434.86,18,1,0,1,1155,25.0,2,23.0,Excellent (740-799),71-80%,0,25.0,Funded,Purchase
70000167,2023-01-17,2023-01-21,2023-02-10,297026,Ga,Sfr,Primary,Refi Rt,Wholesale,Jumbo,6.691,714,63,41,30,Funded,107,156.0,131,141,91,2702.94,22,1,0,1,1185,24.0,4,20.0,Prime+ (700-739),61-70%,0,24.0,Funded,Refinance
70000168,2023-02-17,2023-02-19,2023-03-19,339804,Sc,Condo,Second Home,Purchase,Wholesale,Conventional,5.816,632,83,32,30,Funded,114,158.0,130,151,110,3737.84,35,1,1,1,1154,30.0,2,28.0,Near Prime (620-659),81-90%,0,30.0,Funded,Purchase
70000169,2023-01-20,2023-01-23,,784622,Ny,Sfr,Primary,Refi Co,Retail,Jumbo,7.334,711,70,35,30,Withdrawn,111,,131,145,99,7767.76,18,0,0,0,1182,,3,,Prime+ (700-739),61-70%,0,3.0,Withdrawn,Refinance
70000170,2023-02-01,2023-02-03,,725992,Ny,Sfr,Primary,Refi Rt,Retail,Jumbo,6.341,692,79,37,15,Denied,109,,128,148,125,9074.9,12,0,0,0,1170,,2,,Prime (660-699),71-80%,0,2.0,Withdrawn,Refinance
70000171,2023-01-25,2023-01-30,2023-02-18,564695,Ca,Sfr,Second Home,Refi Rt,Retail,Conventional,6.049,722,78,42,30,Funded,116,,139,140,115,6493.99,22,1,3,1,1177,24.0,5,19.0,Prime+ (700-739),71-80%,0,24.0,Funded,Refinance
70000172,2023-02-10,2023-02-11,2023-04-08,608842,Ca,Condo,Primary,Purchase,Retail,Conventional,5.885,726,78,27,60,Funded,102,,125,144,127,7732.29,18,1,0,1,1161,57.0,1,56.0,Prime+ (700-739),71-80%,0,57.0,Funded,Purchase
70000173,2023-01-08,2023-01-11,2023-03-08,727126,Ca,Sfr,Primary,Purchase,Wholesale,Jumbo,7.34,727,85,35,15,Funded,104,159.0,129,141,93,6762.27,30,1,0,1,1194,59.0,3,56.0,Prime+ (700-739),81-90%,0,59.0,Funded,Purchase
70000174,2023-01-27,2023-01-28,2023-03-03,822814,Ny,Sfr,Primary,Refi Rt,Wholesale,Jumbo,7.448,780,82,24,15,Funded,101,161.0,128,141,85,6993.92,12,1,0,1,1175,35.0,1,34.0,Excellent (740-799),81-90%,0,35.0,Funded,Refinance
70000175,2023-03-20,2023-03-24,2023-05-01,230550,Nc,Sfr,Primary,Purchase,Retail,Conventional,6.246,656,84,31,15,Funded,116,,133,152,112,2582.16,22,1,2,1,1123,42.0,4,38.0,Near Prime (620-659),81-90%,0,42.0,Funded,Purchase
70000176,2023-02-03,2023-02-04,2023-03-28,479660,Fl,Condo,Investment,Refi Rt,Retail,Va,5.845,672,72,47,30,Funded,102,,129,151,124,5947.78,18,1,2,1,1168,53.0,1,52.0,Prime (660-699),71-80%,1,53.0,Funded,Refinance
70000177,2023-03-22,2023-03-22,,459931,Ca,Sfr,Primary,Refi Co,Retail,Conventional,6.478,751,83,29,45,Suspended,121,,136,141,136,6255.06,18,0,0,0,1121,,0,,Excellent (740-799),81-90%,0,0.0,Suspended,Refinance
70000178,2023-03-07,2023-03-07,,272137,Nc,Condo,Primary,Purchase,Retail,Conventional,6.299,683,79,33,60,Denied,117,,137,154,89,2422.02,18,0,0,0,1136,,0,,Prime (660-699),71-80%,0,0.0,Withdrawn,Purchase
70000179,2023-03-25,2023-03-28,2023-04-17,346004,Ga,Sfr,Investment,Purchase,Wholesale,Conventional,6.052,760,80,26,30,Funded,105,163.0,128,152,95,3287.04,12,1,4,1,1118,23.0,3,20.0,Excellent (740-799),71-80%,0,23.0,Funded,Purchase
70000180,2023-01-09,2023-01-12,,311414,Tx,Condo,Primary,Purchase,Retail,Conventional,6.789,745,75,40,30,Withdrawn,123,,134,143,91,2833.87,35,0,0,0,1193,,3,,Excellent (740-799),71-80%,0,3.0,Withdrawn,Purchase
70000181,2023-03-17,2023-03-20,2023-05-10,291530,Tn,Condo,Primary,Purchase,Wholesale,Conventional,6.01,792,82,38,60,Funded,111,155.0,135,153,99,2886.15,18,1,3,1,1126,54.0,3,51.0,Excellent (740-799),81-90%,0,54.0,Funded,Purchase
70000182,2023-03-26,2023-03-29,,454515,Tx,Condo,Primary,Purchase,Retail,Conventional,6.565,698,90,37,15,Canceled,122,,129,141,122,5545.08,18,0,0,0,1117,,3,,Prime (660-699),81-90%,0,3.0,Withdrawn,Purchase
70000183,2023-01-30,2023-02-03,2023-03-16,852277,Ca,Condo,Primary,Refi Rt,Retail,Jumbo,6.714,789,88,52,30,Funded,102,,134,149,128,10909.15,18,1,0,1,1172,45.0,4,41.0,Excellent (740-799),81-90%,1,45.0,Funded,Refinance
70000184,2023-03-26,2023-03-27,2023-04-19,249557,Ga,Sfr,Primary,Refi Rt,Wholesale,Fha,5.881,697,79,50,30,Funded,106,164.0,127,152,117,2919.82,12,1,0,1,1117,24.0,1,23.0,Prime (660-699),71-80%,1,24.0,Funded,Refinance
70000185,2023-01-14,2023-01-15,,710718,Ca,Sfr,Primary,Purchase,Wholesale,Conventional,5.651,686,79,26,30,Denied,102,159.0,127,152,124,8812.9,18,0,0,0,1188,,1,,Prime (660-699),71-80%,0,1.0,Withdrawn,Purchase
70000186,2023-03-31,2023-04-04,2023-05-06,246549,Nc,Condo,Primary,Purchase,Retail,Conventional,6.173,653,83,40,30,Funded,105,,125,146,109,2687.38,12,1,2,1,1112,36.0,4,32.0,Near Prime (620-659),81-90%,0,36.0,Funded,Purchase
70000187,2023-03-13,2023-03-18,,816133,Ny,Sfr,Primary,Refi Rt,Retail,Jumbo,7.14,721,92,42,15,Withdrawn,107,,127,143,98,7998.1,22,0,0,0,1130,,5,,Prime+ (700-739),91-100%,0,5.0,Withdrawn,Refinance
70000188,2023-02-17,2023-02-22,2023-04-06,1003545,Ny,Sfr,Primary,Purchase,Wholesale,Jumbo,7.464,701,88,35,15,Funded,104,160.0,126,154,81,8128.71,30,1,0,1,1154,48.0,5,43.0,Prime+ (700-739),81-90%,0,48.0,Funded,Purchase
70000189,2023-03-01,2023-03-01,2023-04-01,310987,Sc,Sfr,Second Home,Purchase,Retail,Fha,6.033,668,67,44,30,Funded,108,,129,147,90,2798.88,12,1,2,1,1142,31.0,0,31.0,Prime (660-699),61-70%,0,31.0,Funded,Purchase
70000190,2023-01-05,2023-01-09,2023-02-06,634782,Ny,Sfr,Primary,Purchase,Retail,Conventional,6.37,692,82,33,30,Funded,120,,139,152,82,5205.21,35,1,0,1,1197,32.0,4,28.0,Prime (660-699),81-90%,0,32.0,Funded,Purchase
70000191,2023-03-22,2023-03-26,2023-05-05,328490,Tx,2-4 Unit,Second Home,Purchase,Retail,Conventional,6.208,784,66,48,60,Funded,108,,127,140,96,3153.5,12,1,0,1,1121,44.0,4,40.0,Excellent (740-799),61-70%,1,44.0,Funded,Purchase
70000192,2023-01-29,2023-01-29,,470778,Va,Condo,Primary,Refi Co,Retail,Fha,5.659,675,69,44,60,Canceled,103,,128,150,97,4566.55,30,0,0,0,1173,,0,,Prime (660-699),61-70%,0,0.0,Withdrawn,Refinance
70000193,2023-03-10,2023-03-15,,177892,Nc,2-4 Unit,Primary,Refi Rt,Wholesale,Conventional,6.714,689,73,34,45,Denied,105,160.0,128,149,105,1867.87,12,0,0,0,1133,,5,,Prime (660-699),71-80%,0,5.0,Withdrawn,Refinance
70000194,2023-03-31,2023-04-02,,479643,Va,Sfr,Primary,Refi Co,Retail,Conventional,5.621,730,77,44,30,Canceled,115,,133,144,139,6667.04,18,0,0,0,1112,,2,,Prime+ (700-739),71-80%,0,2.0,Withdrawn,Refinance
70000195,2023-01-05,2023-01-05,2023-02-05,310265,Nc,Sfr,Primary,Purchase,Retail,Fha,5.779,690,69,45,45,Funded,110,,125,140,104,3226.76,22,1,0,1,1197,31.0,0,31.0,Prime (660-699),61-70%,0,31.0,Funded,Purchase
70000196,2023-04-01,2023-04-02,2023-05-10,271556,Tx,Condo,Investment,Refi Co,Retail,Jumbo,6.762,803,83,39,30,Funded,110,,127,142,104,2824.18,22,1,1,1,1111,39.0,1,38.0,Elite (800+),81-90%,0,39.0,Funded,Refinance
70000197,2023-02-25,2023-03-02,2023-04-23,256801,Tn,Sfr,Primary,Refi Co,Wholesale,Jumbo,7.008,706,75,36,45,Funded,105,159.0,131,144,109,2799.13,12,1,0,1,1146,57.0,5,52.0,Prime+ (700-739),71-80%,0,57.0,Funded,Refinance
70000198,2023-01-01,2023-01-06,,233747,Tn,Sfr,Investment,Refi Co,Retail,Fha,5.787,700,75,32,60,Canceled,107,,135,149,94,2197.22,22,0,0,0,1201,,5,,Prime+ (700-739),71-80%,0,5.0,Withdrawn,Refinance
70000199,2023-03-05,2023-03-06,2023-04-15,415275,Fl,Sfr,Primary,Purchase,Wholesale,Jumbo,6.562,684,92,49,45,Funded,114,158.0,125,144,101,4194.28,35,1,0,1,1138,41.0,1,40.0,Prime (660-699),91-100%,1,41.0,Funded,Purchase
70000200,2023-01-09,2023-01-11,2023-02-22,262211,Ga,Sfr,Primary,Purchase,Wholesale,Jumbo,6.334,740,63,38,60,Funded,111,156.0,133,146,85,2228.79,18,1,2,1,1193,44.0,2,42.0,Excellent (740-799),61-70%,0,44.0,Funded,Purchase
